USD,JPY,EUR,GBP,CAD,CHF,HKD,CNY,THB,IDR,SEK,AUD,DKK,NOK,SAR,KWD,BHD,AED,SGD,MYR,NZD,TWD,PHP,VND,PLN,RUB,ZAR,INR,PKR,BDT,EGP,MXN,BRL,BND,ILS,JOD,CZK,MNT,FJD,KHR,TRY,HUF,QAR
0.0,0.013822185779547969,0.009622713414634054,-0.009750548468351328,0.014300989040363588,0.007959995917950824,0.0007757951900699833,0.005528680027643285,0.007168458781361853,0.0,0.010009099181073733,0.021217966381923414,0.008498583569405138,0.006878761822871837,0.0,0.0005810930666421132,-0.0001884232740428926,0.0,0.006344628695025278,0.004490345756623215,0.012067231719580462,0.00967741935483879,0.0,0.0,0.011282908483075449,0.012121212121211977,0.00137174211248281,-0.006802721088435382,-0.01041666666666663,-0.007874015748031482,-0.023550724637681042,-0.02320675105485226,0.013298734998378192,0.007071727522008908,0.005013497878904927,-0.00035398230088512506,0.005141388174807249,0.0,0.0,0.0,-0.05062388591800371,0.0,0.0
0.0,0.013171577123050282,0.005190148155138186,0.0031180766390417336,0.0002635393332455216,0.005770983092031834,-0.0007751937984497026,0.005498281786941783,0.007117437722419906,0.0,0.009009009009008917,0.015515380464112383,0.00561797752808979,0.0076857386848847575,0.0,0.00116151118718677,-0.00018845878406381633,0.00036737692872890193,0.00544490614701254,0.003129190880643673,0.016181689141234967,0.012779552715654896,-0.004950495049504955,0.0,0.006611570247933907,0.0,0.008219178082191858,0.006849315068493178,0.0,0.0,-0.016697588126159624,-0.006479481641468721,-0.006081946222791346,0.005159071367153878,0.004988488104374689,0.00014164305949004863,0.007672634271099543,0.0,0.0,0.0,-0.008261359369132526,0.0,0.0
0.0,0.00421940928270037,0.008167480285392603,0.02462167689161565,-0.0017125543406665278,0.007449164485604953,0.0,0.0013670539986327945,0.0035335689045936647,0.0,0.010714285714285676,0.003055666268101387,0.008379888268156499,0.014406779661017,0.0,0.0003968980887831819,0.00026389203046073284,0.0,0.004275331338178701,0.0040106951871659025,0.00991758625506356,0.006309148264984188,0.0,0.0,0.009852216748768461,0.0059880239520957446,0.012228260869565188,0.0,0.0,0.0,-0.0018867924528300772,0.01521739130434785,0.01642512077294689,0.0051325919589391145,0.0064910271095837135,7.081149978760415e-05,0.0076142131979695105,0.0,0.0,0.0,0.000378644452858623,0.02941176470588247,0.0
0.0,0.0026118555530318943,0.0025142005773348686,0.003991697269679184,0.011084718923198622,0.007094324540367847,0.0,-0.0006825938566552558,0.0035211267605632646,0.0,0.008833922261484162,0.007947019867549754,0.0027700831024930483,0.013366750208855471,0.0003750937734432469,0.001037629322183875,-0.00015075566275968288,0.0,0.003831417624521105,0.002219263204616073,0.007192254495159034,0.0,0.0,0.0,0.01300813008130075,-0.005952380952380931,-0.0026845637583891024,0.006802721088435382,0.0,0.0,0.011342155009451682,0.03426124197002145,0.011406844106463865,0.0035460992907803135,0.006828528072837736,-0.0004248389152446963,0.005037783375314797,0.0,0.0,0.0,0.005299015897047843,0.0,0.0
0.0,0.006002944840865387,-0.007988110718929908,-0.008428753180661497,-0.006264682850430692,-0.005655322948705299,0.0,-0.001366120218579292,0.0,0.0,-0.01138353765323985,0.0035479632063075695,-0.007596685082873034,-0.009892827699917617,-0.0003749531308585574,0.0,0.0,-0.0003672420124861686,-0.002261803788521366,-0.0008857395925597755,-0.0026091733040373155,0.012539184952978122,0.0,0.0,-0.0016051364365972098,0.011976047904191489,0.006729475100942128,0.006756756756756799,0.0,-0.007936507936507908,0.028037383177570208,0.010351966873705987,0.004072681704260672,-0.0009893992932862306,0.006028636021100153,0.00021250974002962053,-0.007518796992481036,0.0,-0.013214067899979698,0.008163265306122325,0.016566265060240948,0.0,-0.00036403349108116156
0.0,-0.009795091195676675,-0.00524344569288393,0.0023255813953486637,0.005253480430785329,-0.005388146078627032,0.0,-0.002735978112174964,0.0035087719298245723,0.0,-0.00620017714791854,0.006154249050674299,-0.005567153792623514,-0.0033305578684429404,0.0,-0.0012804487668058862,3.7694598364224063e-05,0.00036737692872890193,-0.0021252479455935447,-0.0035460992907800915,-0.009224838221120635,0.003095975232197956,-0.00497512437810943,0.0,-0.009646302250803762,0.02366863905325456,0.017379679144384985,0.0,0.0,0.0,0.08727272727272717,0.008196721311475308,0.009048361934477445,-0.0038200339558573937,0.0011235955056179137,-7.082152974502431e-05,-0.007575757575757569,0.0,-0.01709929954676548,0.012145748987854255,0.009629629629629655,-0.028571428571428692,0.0
0.0,0.004889141557703258,-0.005365210843373491,-0.002560204816385414,-0.004834073686960982,-0.003912520064205505,0.0,0.0,-0.0034965034965034336,0.0,-0.0062388591800355275,0.00039042165538782925,-0.0041987403778865895,0.0008354218880535225,0.0,-0.00012210384932387353,-0.00026385224274416696,-0.0003672420124861686,0.0029816839415022223,-0.0013345195729537185,-0.0015286270150083325,0.0030864197530864335,-0.0050000000000000044,0.0,-0.0032467532467532756,0.0,0.009198423127463773,0.0,0.0,-0.008000000000000118,0.056856187290970084,0.012195121951219523,0.0030921459492887493,0.003408606731998498,0.010849233071455355,-0.0008499185494722505,-0.0025445292620865922,0.0,0.003563194298889183,0.0040000000000000036,0.01724137931034475,0.0,0.0
0.0,-0.0013577732518669228,-0.001230245102678218,-0.009866046362396741,-0.01024025206774326,-0.0024171618491287683,-0.0007757951900697613,-0.002057613168724437,0.0035087719298245723,0.0,-0.008968609865470878,-0.0057239495251724115,-0.0021082220660577633,-0.0075125208681134925,0.0003750937734432469,-0.0004884750419783535,-3.770312558903921e-05,0.00036737692872890193,0.0049546998867495695,0.0026726057906458767,-0.007098121085594933,0.0,0.0,0.0,-0.001221498371335561,-0.00578034682080919,0.0,0.006711409395973034,0.010526315789473717,0.008064516129032251,-0.012658227848101444,0.008032128514056325,-0.010789149198520365,0.005095541401273884,0.0062916358253144455,0.001134188700645078,-0.0025510204081631294,0.0,-0.0002088554720133251,0.0,-0.01117922827262885,0.0,0.00036416605972311444
0.0,-0.009064128710627672,0.003316278188364663,-0.01166558651976668,-0.013131715081575845,-0.0027258960121151476,0.0,-0.00412371134020606,-0.006993006993006978,0.0,0.0036199095022624306,-0.010859610100745765,0.0021126760563381364,-0.011774600504625865,-0.0003749531308585574,-0.0003665353248418768,0.00018852273584180068,0.0,-0.003944217495421953,-0.002221235006663713,-0.024810765349032815,-0.006153846153846065,0.0,0.0,0.00040766408479409044,-0.005813953488372103,-0.005208333333333259,0.0,-0.01041666666666663,0.0,-0.06891025641025639,0.015936254980079667,-0.009348706762231207,-0.00464723278411483,-0.0029422581831554107,-0.0012745167457339779,0.0,0.0,-0.017338625443910627,0.0,-0.021152443471918247,0.0,0.0
0.0,0.0011433798307798337,0.00906601189914058,0.003852459016393306,0.0028225806451613877,0.007592630087062124,-0.0007763975155278269,0.0013802622498275685,0.0,0.0,0.011722272317403082,0.007275132275132101,0.01054111033028815,-0.004255319148936065,0.0003750937734432469,0.0007638952546826783,0.00022618464206303202,0.0,0.0035355678121906653,0.0013357079252003246,-0.00028748023573377246,0.003095975232197956,0.0,0.0,0.008149959250203676,0.0,0.005235602094240788,0.01333333333333342,0.0,0.0,-0.03958691910499135,0.007843137254902155,0.003145643284051536,0.0038200339558573937,0.00995942456658061,0.0004253810705423522,0.01278772378516635,0.0,0.008078231292517168,0.003984063745019917,0.005588673621460316,0.0,0.0
